train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/clip_fraction,train/loss,train/gradient_layer_0,train/gradient_layer_1,train/gradient_layer_2,train/gradient_layer_3,train/gradient_layer_4,train/gradient_layer_5,train/gradient_layer_6,train/gradient_layer_7,train/gradient_layer_8,train/gradient_layer_9,train/gradient_layer_10,train/gradient_layer_11,train/n_updates,train/clip_range
0.0003,-0.5650949578732252,-0.0019732722314074634,46.77642025351524,0.0013280623,0.003515625,6.565478324890137,3.824237,0.09390053,11.9496155,0.080626935,4.5588555,1.9987404,21.674696,1.1674197,0.7302411,0.018086234,8.14271,0.58158547,94,0.2
0.0003,-0.5649930409466227,-0.002243196421962542,44.27837450802326,0.0017253059,0.00390625,6.240938186645508,3.8295894,0.09475728,11.950381,0.084940836,4.56366,2.003873,21.711208,1.1699728,0.7323448,0.019218696,8.213697,0.58980596,95,0.2
0.0003,-0.5645689469363008,-0.0019780116729504827,42.201638038669316,0.002306213,0.005231584821428571,10.11229133605957,3.834142,0.09562749,11.951926,0.08450649,4.5662766,2.0122042,21.743963,1.1737658,0.7348581,0.019172663,8.278121,0.5973044,96,0.2
0.0003,-0.5643487109337002,-0.002162073527870234,40.45946456864476,0.0019338875,0.00531005859375,42.107521057128906,3.834283,0.09903602,11.950559,0.08784888,4.575199,2.008353,21.763481,1.1721892,0.73016804,0.019694366,8.327114,0.60295635,97,0.2
0.0003,-0.5645572050578065,-0.0024399399780021566,39.0156227192945,0.0016861206,0.00537109375,4.792373180389404,3.8394697,0.10050411,11.951935,0.087714724,4.585937,2.0037754,21.773922,1.1707714,0.73478055,0.01962085,8.364984,0.607315,98,0.2
0.0003,-0.564108544960618,-0.002596798496961128,37.81173903048038,0.0021871142,0.005810546875,3.4584853649139404,3.8471873,0.10321302,11.954687,0.084730454,4.5926614,2.006076,21.778263,1.1719537,0.7358924,0.018397095,8.39273,0.6105319,99,0.2
0.0003,-0.5595216173678637,-0.0033376863575540483,26.538349509239197,0.0008583248,0.00439453125,12.21247673034668,3.860226,0.10518792,11.960075,0.0734158,4.589907,2.025481,21.777515,1.1850253,0.7428394,0.014559777,8.4614725,0.6191388,100,0.2
0.0003,-0.5576776452362537,-0.005775882509624353,22.941879153251648,0.0033881504,0.017333984375,8.95273494720459,3.8651123,0.1101507,11.963323,0.073540114,4.603206,2.0158114,21.793797,1.1830966,0.74718213,0.014275225,8.555138,0.63037914,101,0.2
0.0003,-0.5571916463474432,-0.006758354010041027,19.82083722949028,0.004109569,0.0224609375,5.7487006187438965,3.8685389,0.116152525,11.963577,0.07435225,4.6159534,2.0104632,21.81449,1.1837833,0.74696386,0.013917539,8.648231,0.6415543,102,0.2
0.0003,-0.5566794974729419,-0.0073476492307236185,17.163424126803875,0.004123631,0.02197265625,3.804759979248047,3.8728635,0.1225147,11.964659,0.07468645,4.6291475,2.0070276,21.840866,1.1848432,0.7466243,0.013099212,8.739144,0.6524302,103,0.2
0.0003,-0.5567678894847632,-0.007773336414538789,14.895702016353606,0.005001071,0.02529296875,2.89227032661438,3.8770592,0.12433413,11.964121,0.07633037,4.6432405,2.0070016,21.871233,1.1876891,0.7460297,0.013943295,8.83131,0.6634339,104,0.2
0.0003,-0.5558754264687499,-0.008260414805893864,13.003075743714968,0.0054439935,0.027750651041666668,1.4864453077316284,3.8838158,0.13526867,11.96586,0.07741705,4.6583977,2.006423,21.908056,1.1888065,0.7455571,0.012249545,8.918189,0.6737504,105,0.2
0.0003,-0.5557570931102548,-0.008513224116800952,11.463239839566606,0.0059067477,0.031180245535714284,0.6354853510856628,3.8944986,0.13675925,11.970559,0.07936452,4.6758323,2.0055094,21.939558,1.189412,0.7476358,0.013142587,8.987585,0.681913,106,0.2
0.0003,-0.555086272303015,-0.008765071274865477,10.236053760629147,0.0066078235,0.03570556640625,0.4759122133255005,3.896891,0.13289829,11.968104,0.07943095,4.692004,2.0062013,21.9669,1.189197,0.74150836,0.014085734,9.033388,0.6871475,107,0.2
0.0003,-0.5549537454628282,-0.008710838764576087,9.260734224174586,0.004898629,0.03651258680555555,0.5518859624862671,3.9196641,0.12593417,11.981843,0.08093151,4.708779,2.0093906,21.989967,1.1906065,0.7516003,0.016485367,9.054512,0.68937117,108,0.2
0.0003,-0.5547127926722168,-0.008802143790671835,8.46789235956967,0.0057916893,0.039892578125,0.3810834586620331,3.9421158,0.12849556,12.0036745,0.081997834,4.726261,2.0103037,22.00824,1.1907234,0.76815367,0.016083373,9.058951,0.6895698,109,0.2
0.0003,-0.5527712609618902,0.00012269694707356393,37.14578837156296,0.000101300946,0.0,33.66460418701172,3.942106,0.12681916,12.002613,0.08342961,4.7162914,2.0480297,22.067287,1.2108269,0.7644971,0.016862342,9.132959,0.69848865,110,0.2
0.0003,-0.5545350909233093,-0.0003465153495199047,34.29593105614185,0.00081136177,0.000244140625,4.818886756896973,3.946338,0.12850577,12.003862,0.08372491,4.710883,2.0756996,22.121511,1.2231979,0.76503336,0.016458998,9.232476,0.71049803,111,0.2
0.0003,-0.5543519053608179,-0.0006593952081554259,32.09708262979984,0.00084603386,0.0011393229166666667,45.12295150756836,3.9523885,0.13203281,12.005686,0.08454717,4.713743,2.0895443,22.159842,1.2265385,0.7663543,0.016059754,9.331215,0.7224029,112,0.2
0.0003,-0.5533946976065636,-0.001098977529181866,30.420645901933312,0.0014466912,0.0010986328125,4.207293510437012,3.9655936,0.13904123,12.013769,0.085879765,4.711497,2.095525,22.155928,1.2261201,0.77706546,0.014523756,9.415429,0.7325732,113,0.2
0.0003,-0.552608248218894,-0.0013360154029214756,29.187520898133517,0.003320804,0.008203125,0.8499459028244019,3.9770272,0.1375013,12.020636,0.084009804,4.708636,2.0843656,22.115582,1.2198763,0.7870014,0.014046759,9.471164,0.7393129,114,0.2
0.0003,-0.5525769554078579,-0.0014472076679036643,28.155379514520366,0.0030155154,0.011800130208333334,6.575650691986084,3.9766972,0.14594595,12.019373,0.08446115,4.713573,2.0563583,22.07856,1.2099768,0.7781518,0.011882839,9.511636,0.7441719,115,0.2
0.0003,-0.552293723449111,-0.0019015146140840703,27.262920968766725,0.004402959,0.017578125,35.869117736816406,3.991639,0.13086736,12.030757,0.08032346,4.713766,2.043341,22.059286,1.2068824,0.789975,0.014698643,9.539654,0.7475262,116,0.2
0.0003,-0.551609689835459,-0.0024086530265776673,26.514294302556664,0.006097179,0.02740478515625,26.79172134399414,3.995452,0.12623587,12.034966,0.077230446,4.7143097,2.021158,22.0346,1.1960301,0.7923078,0.015541725,9.555454,0.7493485,117,0.2
0.0003,-0.5503761164016194,-0.002509570279572573,25.85225461382005,0.0032642307,0.028266059027777776,0.9591173529624939,4.0062447,0.12604329,12.037465,0.07788539,4.7056313,2.0057287,22.012972,1.1892544,0.79573226,0.015860204,9.56386,0.75028694,118,0.2
0.0003,-0.5493253638967872,-0.0023809564183466135,25.263276350125672,0.007402422,0.036572265625,0.6638480424880981,4.0102444,0.12901376,12.037084,0.07680612,4.7004576,1.9937344,22.006207,1.18275,0.79482305,0.014896299,9.573826,0.7514374,119,0.2
0.0003,-0.5387376956641674,-0.00139297972782515,56.72441363334656,0.00036941882,0.0009765625,18.16591453552246,4.0221357,0.12321769,12.047282,0.07614465,4.69722,2.0058253,22.027565,1.1886064,0.80971926,0.016072037,9.653341,0.7610699,120,0.2
0.0003,-0.5368177285417914,-0.0026193532394245267,55.19123737514019,0.00085000275,0.00146484375,62.29407501220703,4.0266466,0.121473916,12.049824,0.07595136,4.6970015,2.0115557,22.044083,1.1922698,0.81316274,0.016566958,9.748238,0.77256435,121,0.2
0.0003,-0.5355416629463434,-0.0035021534228386977,53.86256562670072,0.0018495834,0.005045572916666667,29.756729125976562,4.03403,0.12037818,12.05183,0.07526005,4.7012963,1.9993699,22.038305,1.1892608,0.8172821,0.016811676,9.814985,0.78061473,122,0.2
0.0003,-0.5346088269725442,-0.003340623268741183,52.512147495523095,0.002916471,0.010009765625,30.373384475708008,4.0389805,0.11499844,12.049707,0.075688824,4.710566,1.977442,22.028992,1.1824132,0.8136438,0.018295528,9.866615,0.7867932,123,0.2
0.0003,-0.5350385591387748,-0.0037476088153198363,50.926896473765375,0.0015688917,0.0091796875,30.231786727905273,4.0393314,0.11458074,12.052149,0.07530114,4.720236,1.9514174,22.024624,1.1727184,0.8127283,0.018506842,9.90642,0.7914751,124,0.2
0.0003,-0.5361438784748316,-0.0039997559870244,49.32188735591868,0.0020123974,0.010091145833333334,6.206348896026611,4.0390496,0.115767695,12.053806,0.07633296,4.7264504,1.9355088,22.037508,1.1651115,0.8108796,0.019038815,9.939206,0.7953223,125,0.2
0.0003,-0.5379426505948816,-0.0037052844875558677,47.91333796775767,0.0018134189,0.010811941964285714,34.207149505615234,4.035623,0.11408264,12.053838,0.077978626,4.7309413,1.9316761,22.065022,1.1620016,0.8068274,0.02002025,9.973029,0.79935104,126,0.2
0.0003,-0.5380057960283011,-0.0036753127205884084,46.715457072947174,0.0014780211,0.0098876953125,34.85792922973633,4.045659,0.120588616,12.057565,0.07381476,4.733947,1.926981,22.089916,1.1593602,0.8149151,0.017837668,10.000543,0.8026135,127,0.2
0.0003,-0.5377748291939497,-0.0036795026276700404,45.694194193308554,0.0025276968,0.011881510416666666,28.85573387145996,4.0402246,0.115600534,12.056455,0.077484384,4.742601,1.9184455,22.108112,1.1552243,0.80774117,0.019833962,10.013968,0.8041444,128,0.2
0.0003,-0.5381582432426513,-0.003751269391796086,44.734045517630875,0.0015957914,0.011669921875,4.318546295166016,4.0406494,0.116250485,12.057053,0.07806091,4.7506533,1.9052235,22.117884,1.1489478,0.8083833,0.019808013,10.023948,0.8052142,129,0.2
0.0003,-0.5368778742849827,0.0007469011470675468,11.264980360865593,8.216887e-05,0.0,3.555605888366699,4.0423055,0.11737839,12.057925,0.07703426,4.746413,1.9397104,22.168331,1.1624337,0.80913466,0.019555032,10.090786,0.8134898,130,0.2
0.0003,-0.5365650104358792,-0.00024522618332412094,8.17678938433528,0.00056288514,0.0,1.4850040674209595,4.046766,0.13208993,12.066908,0.07447096,4.7402472,1.9807425,22.224756,1.1786852,0.81824553,0.016067294,10.187135,0.8253817,131,0.2
0.0003,-0.5355965737253428,-0.0016159666459619377,6.177972824623187,0.0032938863,0.005208333333333333,1.0632407665252686,4.0487547,0.1493528,12.0759735,0.07787224,4.7424498,2.0059361,22.266302,1.1890329,0.826119,0.012333334,10.290182,0.8380103,132,0.2
0.0003,-0.5335580664686859,-0.0021484962198883295,4.932869681157172,0.0040121144,0.0103759765625,0.12069905549287796,4.0744824,0.15134314,12.093406,0.07651121,4.7671733,1.9999448,22.266645,1.1868815,0.84577054,0.011424556,10.361404,0.84662867,133,0.2
0.0003,-0.5301526512950658,-0.002683912549400702,4.099552639015019,0.0066919383,0.02529296875,0.3095279037952423,4.0956903,0.1275466,12.099544,0.068012446,4.8058977,1.9968367,22.252645,1.1831156,0.84855664,0.016787061,10.387499,0.84973246,134,0.2
0.0003,-0.5282801932965716,-0.002801453791713963,3.5209868056699634,0.004225306,0.027913411458333332,0.32997599244117737,4.1033463,0.14824855,12.107424,0.071787946,4.8445845,1.9938922,22.241852,1.179699,0.84927994,0.012798786,10.40878,0.8522786,135,0.2
0.0003,-0.5274234893066543,-0.0028817300273138763,3.1004394264891744,0.0037501333,0.028250558035714284,0.3325607180595398,4.1174684,0.1444121,12.108736,0.07039491,4.877902,1.9888225,22.223328,1.175436,0.8499527,0.014991601,10.403459,0.8516071,136,0.2
0.0003,-0.5272325666155666,-0.003156983610097086,2.7811568141914904,0.0055778828,0.03369140625,0.24155452847480774,4.1253724,0.13694865,12.104234,0.07033565,4.9119434,1.980299,22.201508,1.1694266,0.83852106,0.018849619,10.402063,0.8514097,137,0.2
0.0003,-0.5260213729408052,-0.0027708649868145585,2.5295190051094525,0.0018924548,0.03162977430555555,0.22920192778110504,4.1343646,0.14205986,12.114422,0.07146425,4.942152,1.9706467,22.182629,1.1635221,0.8497886,0.016988335,10.405738,0.8518234,138,0.2
0.0003,-0.5249876925721765,-0.002986307734681759,2.325638050818816,0.0053149452,0.033447265625,0.16883902251720428,4.1416206,0.15461557,12.125501,0.07710562,4.9702578,1.9659591,22.16485,1.1596676,0.85435045,0.015190172,10.40873,0.8521951,139,0.2
0.0003,-0.5419028401374817,0.00048059617984108627,5.980909287929535,0.00092381693,0.00390625,1.8645389080047607,4.1366076,0.16483048,12.126241,0.081761554,4.9703617,1.9877157,22.209112,1.170234,0.8487949,0.012390772,10.482628,0.86136395,140,0.2
0.0003,-0.5417295210063457,-0.0022920242699910887,4.097591182217002,0.0026854733,0.014404296875,0.5679026246070862,4.141864,0.17282623,12.130882,0.08646758,4.96468,2.0112162,22.26603,1.1823015,0.85700244,0.010166096,10.587813,0.8743417,141,0.2
0.0003,-0.5362573474024733,-0.005114074287121184,2.9482875429093838,0.0077713644,0.048502604166666664,0.13306216895580292,4.151504,0.18522124,12.140768,0.09508652,4.973142,2.0199142,22.306408,1.1884212,0.87101763,0.007652044,10.686843,0.8864855,142,0.2
0.0003,-0.5317032577004284,-0.006706715994369006,2.3085455511463806,0.010652347,0.0791015625,0.12420015037059784,4.169862,0.19680488,12.146323,0.10456805,5.003325,2.0006926,22.301373,1.1807637,0.8742235,0.0063710795,10.708542,0.88903743,143,0.2
0.0003,-0.5290590761229396,-0.0076662356877932325,1.910356402071193,0.010656015,0.09814453125,0.03506633639335632,4.1820374,0.19787793,12.145657,0.10614377,5.0225544,1.9871955,22.292137,1.1736838,0.8675661,0.006971629,10.713507,0.8896034,144,0.2
0.0003,-0.5281395227648318,-0.008318065272760577,1.6398428462368126,0.008053025,0.10074869791666667,0.15973277390003204,4.18753,0.1947114,12.142277,0.10404344,5.039618,1.9811167,22.286346,1.1688787,0.856484,0.008806736,10.721824,0.8905797,145,0.2
0.0003,-0.5277313833524074,-0.008767130443759794,1.444397486214127,0.0096187405,0.107421875,0.10848171263933182,4.2056284,0.19320989,12.152699,0.103722245,5.0490084,1.9801683,22.281376,1.1664186,0.867467,0.009657116,10.719835,0.89031583,146,0.2
0.0003,-0.5261390320956707,-0.009106832703764667,1.2963152750453446,0.010111686,0.11334228515625,0.11255020648241043,4.215704,0.19555056,12.158693,0.107683964,5.057989,1.9762505,22.276196,1.1628715,0.8738923,0.009327299,10.724148,0.89082366,147,0.2
0.0003,-0.5255916956812143,-0.00948049318685662,1.1801714699508414,0.009016655,0.11534288194444445,0.07213669270277023,4.219212,0.19930872,12.159676,0.11115025,5.066329,1.975588,22.273825,1.1608428,0.8700969,0.009248641,10.720515,0.89034724,148,0.2
0.0003,-0.5243882958777248,-0.009632143775525038,1.0868262097472325,0.011539629,0.122412109375,0.022580202668905258,4.2246513,0.20341973,12.17307,0.11550896,5.0705457,1.9750327,22.27482,1.1596795,0.8814368,0.008345057,10.722566,0.89058244,149,0.2
0.0003,-0.5580408554524183,-0.0033787795109674335,13.223698511719704,0.0015928631,0.0068359375,5.296318054199219,4.2240615,0.2022911,12.172285,0.114415154,5.0703473,1.9935526,22.357477,1.1582725,0.8777387,0.009391683,10.768066,0.8961761,150,0.2
0.0003,-0.5584863498806953,-0.002803325522108935,10.586039496585727,0.0040529147,0.01904296875,1.302162766456604,4.224295,0.20172802,12.172686,0.11399263,5.0725484,2.0166192,22.449308,1.1625799,0.8786339,0.00956887,10.816505,0.9021063,151,0.2
0.0003,-0.5581975473711888,-0.003925174484417464,8.886121852944294,0.004298779,0.024251302083333332,0.7485134601593018,4.2247734,0.20095718,12.173545,0.11344569,5.076648,2.0353882,22.521976,1.1703249,0.88021606,0.009773723,10.858378,0.9071922,152,0.2
0.0003,-0.5576502038165927,-0.004526306620391551,7.78765554074198,0.0055303047,0.033447265625,0.8504574298858643,4.2266517,0.20095073,12.174996,0.11346643,5.085862,2.0420322,22.570156,1.1731707,0.88229245,0.009842887,10.894015,0.91148955,153,0.2
0.0003,-0.5570440225303173,-0.004459297412540764,7.027168186008931,0.0059657744,0.04140625,1.1551698446273804,4.2269797,0.20165235,12.1758585,0.114175,5.0932627,2.0383136,22.583706,1.1732614,0.8838292,0.009493788,10.909436,0.91329396,154,0.2
0.0003,-0.5563876914481322,-0.00416072129640573,6.514108809952934,0.004817754,0.042317708333333336,0.7231390476226807,4.22792,0.20188378,12.178206,0.11433497,5.099444,2.0392077,22.623806,1.1747332,0.88719696,0.009688141,10.92303,0.91480035,155,0.2
0.0003,-0.555711776550327,-0.004187424430191251,6.131690779434783,0.0045353873,0.04185267857142857,1.2386963367462158,4.2282434,0.20132215,12.178845,0.11402982,5.105984,2.035854,22.642984,1.1748134,0.88765264,0.009481817,10.929663,0.9155014,156,0.2
0.0003,-0.5552666517905891,-0.0045178432228567544,5.848210345953703,0.0044900486,0.04107666015625,6.454259395599365,4.2302713,0.2012515,12.181094,0.11392202,5.1164627,2.0326817,22.646433,1.1765448,0.8897606,0.009717788,10.937503,0.91639686,157,0.2
0.0003,-0.5549757186737325,-0.004382809452686666,5.599601417572962,0.0040885033,0.03976779513888889,1.323574185371399,4.230251,0.20125124,12.181537,0.113942064,5.125983,2.0340614,22.672884,1.1783357,0.8903093,0.009665236,10.949888,0.9178175,158,0.2
0.0003,-0.5546447278931737,-0.004312062857206911,5.3961517726071175,0.0052555036,0.04140625,4.638925075531006,4.2313643,0.20182471,12.182305,0.11439051,5.130444,2.0381825,22.6989,1.1815898,0.8913419,0.00951218,10.956861,0.91856337,159,0.2
0.0003,-0.5445855055004358,-5.491378396982327e-05,2.8408893905580044,3.2756507e-06,0.0,0.5975598096847534,4.2336946,0.20192705,12.183567,0.11451159,5.1228065,2.0739443,22.745672,1.1967262,0.8927465,0.0094314525,11.040185,0.9288974,160,0.2
0.0003,-0.5446404507383704,-0.000562162898859242,1.6852889985311776,0.00047144934,0.0,0.12208785861730576,4.252041,0.19960451,12.193275,0.11336153,5.1193485,2.0989187,22.782715,1.2076107,0.9032495,0.009944057,11.148258,0.94228214,161,0.2
0.0003,-0.5453788246959448,-0.0016580003260363203,1.1890218857831012,0.0027329838,0.009765625,0.06478015333414078,4.305997,0.19022927,12.224655,0.10942369,5.135749,2.0797377,22.76859,1.2027276,0.943689,0.010689435,11.167273,0.9446175,162,0.2
0.0003,-0.5400723433122039,-0.002653714052939904,0.9290213753411081,0.005658838,0.0223388671875,0.0644867867231369,4.3383107,0.18841484,12.243453,0.11031651,5.1542745,2.0814881,22.768955,1.2071143,0.9646369,0.01101561,11.173098,0.9453834,163,0.2
0.0003,-0.5370763547718524,-0.0029582167699118145,0.7707267777295783,0.0072729858,0.03662109375,0.02908354252576828,4.3423724,0.18814228,12.234122,0.11231395,5.172994,2.0807772,22.767668,1.2069806,0.9567796,0.010908926,11.177708,0.94598067,164,0.2
0.0003,-0.5347694422428807,-0.003366289152230214,0.6641576424202261,0.0061248867,0.043050130208333336,0.06940735131502151,4.3557687,0.18816026,12.232757,0.114186555,5.1925726,2.0800664,22.764465,1.2067658,0.9565136,0.01126869,11.173236,0.94545513,165,0.2
0.0003,-0.5326723204925656,-0.003994360623307459,0.5876676671905443,0.004654473,0.04401506696428571,0.023270733654499054,4.3534474,0.19338088,12.239414,0.118852474,5.2092514,2.0812163,22.76528,1.2078515,0.9629595,0.010544848,11.178354,0.9461082,166,0.2
0.0003,-0.531297501642257,-0.0045247056032167166,0.529742590180831,0.006052457,0.04779052734375,0.031020473688840866,4.356886,0.1949752,12.238888,0.1203936,5.2267594,2.078309,22.760609,1.206333,0.96323705,0.010215392,11.177482,0.94601506,167,0.2
0.0003,-0.5282827269078957,-0.004807439324698255,0.4845271001751017,0.0056952504,0.04844835069444445,0.04086883366107941,4.3685536,0.19770584,12.243656,0.12311215,5.244287,2.073799,22.75505,1.2031585,0.966705,0.009505134,11.180504,0.946387,168,0.2
0.0003,-0.5275422379374504,-0.005232512152724666,0.44806955688400196,0.006586271,0.05146484375,0.025383811444044113,4.39206,0.19222659,12.243316,0.12068232,5.259835,2.0719213,22.750984,1.2027391,0.9690623,0.010599922,11.175059,0.9457227,169,0.2
0.0003,-0.5173016553744674,-0.001962991082109511,1.776443224400282,0.00079650956,0.0,0.3839438855648041,4.3972974,0.18698663,12.243052,0.11809278,5.26235,2.0854,22.778906,1.2085081,0.9692959,0.012028197,11.268599,0.9573009,170,0.2
0.0003,-0.5173403131775558,-0.002537614382163156,1.0104839155101217,0.0031074304,0.008056640625,0.04086698591709137,4.401516,0.1792334,12.248056,0.11438657,5.260867,2.0998566,22.810583,1.2152109,0.9742966,0.013808118,11.37593,0.97059005,171,0.2
0.0003,-0.5155950604627529,-0.0024588143860455602,0.6932325552043039,0.0036442396,0.013997395833333334,0.06293882429599762,4.414577,0.17794496,12.260502,0.1143333,5.263373,2.091423,22.805744,1.2131926,0.98440653,0.013941058,11.372038,0.97009027,172,0.2
0.0003,-0.5146761529613286,-0.0025197653558279853,0.5333385622870992,0.0043341955,0.0211181640625,0.009561900049448013,4.4299607,0.17441975,12.274634,0.11303704,5.2659793,2.0845048,22.803345,1.2117355,0.99683315,0.014193877,11.376154,0.9705819,173,0.2
0.0003,-0.5135653872042895,-0.002615024402621202,0.43696216699900103,0.006508827,0.03525390625,0.04260680079460144,4.4483986,0.18000917,12.284485,0.115971655,5.267255,2.082267,22.802465,1.2112424,1.0049747,0.012792991,11.373256,0.9702183,174,0.2
0.0003,-0.5116217906276385,-0.002649484777066391,0.37263749236202176,0.0019945637,0.030924479166666668,0.035421520471572876,4.4660115,0.16874765,12.298248,0.11299352,5.2685094,2.08143,22.803608,1.2111986,1.0169092,0.015669106,11.375744,0.9705233,175,0.2
0.0003,-0.5111575590978775,-0.002565734622684041,0.32665617838418776,0.006999762,0.04094587053571429,0.03446972370147705,4.4814825,0.16372362,12.306044,0.112950176,5.2692595,2.081865,22.805023,1.2114666,1.0227504,0.017024314,11.374344,0.97035044,176,0.2
0.0003,-0.5102189994649962,-0.002516852628104971,0.2921582962771936,0.004740723,0.04376220703125,0.021947026252746582,4.494992,0.17088534,12.3139105,0.11464322,5.2701626,2.0827177,22.806839,1.2117897,1.0282842,0.014753849,11.374153,0.9703285,177,0.2
0.0003,-0.5096321927590503,-0.0027270123423982617,0.2653756460058503,0.0046204985,0.044976128472222224,0.02492215484380722,4.5012493,0.16946061,12.314306,0.11465052,5.2706347,2.0840166,22.81006,1.2125285,1.0272348,0.0153298285,11.376515,0.9706224,178,0.2
0.0003,-0.5102021490223706,-0.002835901417711284,0.24390237622428684,0.0052726055,0.047314453125,0.0025841668248176575,4.5021706,0.17132114,12.31339,0.11537933,5.2708907,2.085842,22.813807,1.2134472,1.024853,0.014930041,11.3792715,0.97096634,179,0.2
0.0003,-0.5062869545072317,-0.0022027250815881416,1.1604269752278924,0.0013083278,0.00244140625,0.1671428382396698,4.505013,0.1642596,12.317707,0.11370181,5.2687154,2.1028497,22.844883,1.2203834,1.0298233,0.016828332,11.471557,0.9824244,180,0.2
0.0003,-0.5042815646156669,-0.0022107736294856295,0.6311395243319566,0.002403548,0.0048828125,0.023580418899655342,4.5067654,0.16521783,12.327966,0.11373741,5.2672453,2.1133993,22.866453,1.2250392,1.0392094,0.016370274,11.541099,0.9910568,181,0.2
0.0003,-0.4987702552850048,-0.0020483463085838594,0.43350705251699156,0.0045960685,0.01953125,0.014105411246418953,4.5113215,0.16777663,12.349808,0.11484641,5.267576,2.111601,22.86495,1.2246492,1.0586383,0.015769133,11.53717,0.99056804,182,0.2
0.0003,-0.49473360972478986,-0.0020775792891072342,0.33449466151432716,0.003661452,0.0257568359375,0.004740068688988686,4.4915385,0.16545339,12.354124,0.11506336,5.267828,2.1110091,22.865248,1.2247226,1.0604587,0.01670982,11.538789,0.9907692,183,0.2
0.0003,-0.4936670672148466,-0.0021808630976011046,0.2750211087201023,0.002952001,0.02578125,0.018337976187467575,4.474661,0.17282632,12.363085,0.117218494,5.2678657,2.111634,22.865852,1.2250402,1.0652384,0.015102835,11.538597,0.9907493,184,0.2
0.0003,-0.4923386611044407,-0.00253439641649796,0.23536426841989547,0.0042537777,0.029947916666666668,0.026817331090569496,4.457265,0.17735946,12.368209,0.11815461,5.2679105,2.1121294,22.865961,1.2252681,1.0702267,0.01409892,11.536036,0.9904356,185,0.2
0.0003,-0.49040719933275667,-0.0030431362029048614,0.20703366373657314,0.004005386,0.032017299107142856,-0.0028245910070836544,4.448739,0.18719022,12.382037,0.12202173,5.2680817,2.1129305,22.867113,1.2257198,1.0790056,0.01198683,11.53718,0.99058145,186,0.2
0.0003,-0.48860930278897285,-0.003283530355474795,0.18576040768130042,0.004445228,0.0340576171875,0.002377461176365614,4.43668,0.1852632,12.38451,0.12144606,5.2681727,2.1137211,22.868229,1.226187,1.0804331,0.012810082,11.538109,0.9907007,187,0.2
0.0003,-0.48783387150615454,-0.0034674980852287263,0.1692112172782395,0.0048829345,0.03689236111111111,0.00675017386674881,4.4328637,0.19034192,12.388511,0.12368151,5.2682905,2.1142764,22.86942,1.2266287,1.0826278,0.011850443,11.539671,0.9908976,188,0.2
0.0003,-0.4862558932043612,-0.003593387853470631,0.1559675210955902,0.0054315953,0.038720703125,0.03967724367976189,4.4179792,0.1889346,12.380701,0.122614846,5.268329,2.1153836,22.870869,1.2272089,1.0755008,0.012323872,11.541083,0.9910775,189,0.2
0.0003,-0.5022479109466076,-0.0001382346381433308,0.7292949175462127,0.00031205098,0.0,0.07207047939300537,4.414081,0.18828577,12.381086,0.12241146,5.2674956,2.1265461,22.89811,1.2327509,1.0745783,0.01263433,11.636842,1.002972,190,0.2
0.0003,-0.5036679431796074,0.0002941239799838513,0.38307724844344193,0.0008859444,0.001708984375,0.012432725168764591,4.4145336,0.1855047,12.386856,0.121352896,5.2670746,2.1302402,22.90869,1.2348905,1.079049,0.0132712135,11.672099,1.007351,191,0.2
0.0003,-0.5029684165492654,0.0001371292358574768,0.2632967979055441,0.00095422595,0.001953125,0.003922402858734131,4.415971,0.19790694,12.402905,0.12745573,5.266877,2.1295097,22.910326,1.2352273,1.0903409,0.010759024,11.675733,1.0077999,192,0.2
0.0003,-0.5016012187115848,5.321787466527894e-05,0.20326289987497148,0.0019115519,0.0047607421875,0.004239300265908241,4.410752,0.1910881,12.409306,0.12457657,5.2666802,2.128576,22.91154,1.2354832,1.09392,0.012283082,11.677715,1.0080434,193,0.2
0.0003,-0.5023154880851507,-0.0004866608418524265,0.16720923168468288,0.0029978985,0.0107421875,-0.005889544263482094,4.413461,0.19284503,12.418093,0.12585601,5.266509,2.127518,22.912329,1.2356595,1.099964,0.012282408,11.67851,1.0081395,194,0.2
0.0003,-0.5010116224487623,-0.0007449273543898016,0.1431576607998674,0.0021157102,0.011800130208333334,0.004487551748752594,4.4154983,0.18632065,12.42783,0.12359765,5.2663283,2.126214,22.912476,1.2357149,1.1084944,0.013788949,11.677015,1.007951,195,0.2
0.0003,-0.4998043758262481,-0.0008008687353659687,0.1259608428465851,0.001557883,0.011439732142857142,0.0006605912931263447,4.411629,0.18861926,12.43311,0.124744266,5.2660913,2.1254363,22.913826,1.2360206,1.1110842,0.013425259,11.679394,1.0082442,196,0.2
0.0003,-0.4993089574854821,-0.0007985726479091682,0.11305360222559102,0.001753773,0.01202392578125,0.021686624735593796,4.4142756,0.18036386,12.435793,0.1225475,5.265848,2.1245415,22.914495,1.2362071,1.112965,0.015397039,11.679027,1.0081967,197,0.2
0.0003,-0.49908924258003634,-0.0008935700526409266,0.10301547685553993,0.0023540203,0.01318359375,0.018672049045562744,4.4140873,0.18094999,12.443032,0.123152934,5.265531,2.1238003,22.915781,1.2365326,1.1177405,0.015435644,11.680702,1.0084025,198,0.2
